CategoryID (FK)	CategoryName	ProductName	SubType	Finish	Best For (Skin Concern)	Confidence	SkinConcernTag	ProductID (PK)	Image 1 (Primary)	Image 2	Image 3
CAT-12	Moisturizer	Illiyoon Hyaluronic Moisture Cream 100ml	Moisturizer	Hydrating	Serums, toners, cleansers, Moisturizers, treatments for face	Medium	Acne, PIH, Dehydration, Ageing	PROD-175	https://wholesalebeautyhub.co.uk/wp-content/uploads/2024/09/WhatsApp-Image-2024-09-12-at-20.05.26.jpeg	https://wholesalebeautyhub.co.uk/wp-content/uploads/2024/09/WhatsApp-Image-2024-09-12-at-20.05.26.jpeg	
CAT-16	Toner	I'm From Rice Toner 150ml	Toner	Brightening	Serums, toners, cleansers, moisturisers, treatments for face	Medium	Acne, PIH, Dehydration, Ageing	PROD-176	https://wholesalebeautyhub.co.uk/wp-content/uploads/2024/08/IM-FROM-Rice-Toner-150ml.webp		
CAT-16	Toner	Tonymoly Wonder Ceramide Mochi Toner 500ml	Toner	Hydrating	Serums, toners, cleansers, moisturisers, treatments for face	Medium	Acne, PIH, Dehydration, Ageing	PROD-177	https://wholesalebeautyhub.co.uk/wp-content/uploads/2024/09/WONDER-CERAMIDEMOCHITONER.webp		
CAT-12	Moisturizer	Naturium Glow Getter Multi-Oil Body Butter 232ml	Body Butter	Brightening	Serums, toners, cleansers, Moisturizers, treatments for face	Medium	Acne, PIH, Dehydration, Ageing	PROD-178	https://wholesalebeautyhub.co.uk/wp-content/uploads/2024/05/Naturium-Glow-Getter-Multi-Oil-Body-Butter-232Ml.jpg		
CAT-15	Sun Screen	La Roche-Posay Anthelios UVMune 400 SPF 50+ 50ml	Sunscreen	SPF	Serums, toners, cleansers, moisturisers, treatments for face	Medium	Acne, PIH, Dehydration, Ageing	PROD-179	https://wholesalebeautyhub.co.uk/wp-content/uploads/2024/05/La-Roche-Posay-Anthelios-Uvmune-400-Spf-50-50Ml.webp		
CAT-12	Moisturizer	Vaseline Glutha Hya Dewy Radiance 200ml	Body Lotion	Brightening	Serums, toners, cleansers, Moisturizers, treatments for face	Medium	Acne, PIH, Dehydration, Ageing	PROD-180	https://wholesalebeautyhub.co.uk/wp-content/uploads/2024/05/71FXbkVhMkL._AC_SX679_-1.jpg		
CAT-12	Moisturizer	Vaseline Glutha Hya Flawless Glow 200ml	Body Lotion	Brightening	Serums, toners, cleansers, Moisturizers, treatments for face	Medium	Acne, PIH, Dehydration, Ageing	PROD-181	https://wholesalebeautyhub.co.uk/wp-content/uploads/2024/06/Vaseline-Gluta-Hya-Flawless-Glow-300Ml.jpg		
CAT-03	Body Oil	Vaseline Vitamin B3 Body Oil 200ml	Body Oil	Brightening	Serums, toners, cleansers, moisturisers, treatments for face	Medium	Acne, PIH, Dehydration, Ageing	PROD-182	https://wholesalebeautyhub.co.uk/wp-content/uploads/2024/10/WhatsApp-Image-2025-10-10-at-16.55.21-scaled.jpeg		
CAT-05	Body wash	Vaseline Healthy Plus Bar Soap Vit B3	Soap	Brightening	Serums, toners, cleansers, moisturisers, treatments for face	Medium	Acne, PIH, Dehydration, Ageing	PROD-183	https://wholesalebeautyhub.co.uk/wp-content/uploads/2024/10/AB5AA5D3-A661-4B35-BB05-CC576E0FFE99.jpeg		
CAT-03	Body Oil	Vaseline Cocoa Radiant Oil Gel 200ml	Body Oil	Brightening	Serums, toners, cleansers, moisturisers, treatments for face	Medium	Acne, PIH, Dehydration, Ageing	PROD-184	https://wholesalebeautyhub.co.uk/wp-content/uploads/2024/09/Vaseline-Cocoa-Radiant-Oil-Gel-200ml-309900.avif		
CAT-05	Body wash	Skin By Zaron Papaya Brightening Body Wash	Body Wash	Brightening	Body wash, lotion, scrub, body oil, stretch marks	Medium	Dry, Rough, KP, Uneven body tone	PROD-185	https://wholesalebeautyhub.co.uk/wp-content/uploads/2024/04/Skin-By-Zaron-Papaya-Brightening-Body-Wash.jpg		
CAT-12	Moisturizer	Skin By Zaron Vitamin Brightening Lotion	Body Lotion	Brightening	Body wash, lotion, scrub, body oil, stretch marks	Medium	Dry, Rough, KP, Uneven body tone	PROD-186	https://wholesalebeautyhub.co.uk/wp-content/uploads/2024/04/Skin-By-Zaron-Vitamin-Brightening-Lotion.jpg		
CAT-05	Body wash	Olay Itch Dry Skin Body Wash 591ml	Body Wash	Dry skin	Body wash, lotion, scrub, body oil, stretch marks	Medium	Dry, Rough, KP, Uneven body tone	PROD-187	https://wholesalebeautyhub.co.uk/wp-content/uploads/2024/04/Olay-Itch-Dry-Skin-Body-Wash-20Fl-Oz-591Ml.jpg		
CAT-05	Body wash	Olay Shea Butter Body Wash 502ml	Body Wash	Moisturising	Body wash, lotion, scrub, body oil, stretch marks	Medium	Dry, Rough, KP, Uneven body tone	PROD-188	https://wholesalebeautyhub.co.uk/wp-content/uploads/2024/04/Olay-Shea-Butter-Body-Wash-17Floz-502Ml.jpg		
CAT-05	Body wash	Olay Vitamin C Hydrating Body Wash 591ml	Body Wash	Brightening	Body wash, lotion, scrub, body oil, stretch marks	Medium	Dry, Rough, KP, Uneven body tone	PROD-189	https://wholesalebeautyhub.co.uk/wp-content/uploads/2024/04/Olay-Vitamin-C-Hydrating-Body-Wash-20Fl-Oz-591Ml.jpg		
CAT-05	Body wash	Olay Retinol Body Wash 591ml	Body Wash	Anti-ageing	Body wash, lotion, scrub, body oil, stretch marks	Medium	Dry, Rough, KP, Uneven body tone	PROD-190	https://wholesalebeautyhub.co.uk/wp-content/uploads/2024/04/IMG_3895.webp		
CAT-12	Moisturizer	Olay Vitamin C Brightening Lotion 502ml	Body Lotion	Brightening	Body wash, lotion, scrub, body oil, stretch marks	Medium	Dry, Rough, KP, Uneven body tone	PROD-191	https://wholesalebeautyhub.co.uk/wp-content/uploads/2024/04/IMG_0609.jpeg	https://wholesalebeautyhub.co.uk/wp-content/uploads/2024/04/IMG_0607.jpeg	https://wholesalebeautyhub.co.uk/wp-content/uploads/2024/04/IMG_0608.jpeg
CAT-12	Moisturizer	Olay Niacinamide Body Lotion 502ml	Body Lotion	Oiliness/PIH	Body wash, lotion, scrub, body oil, stretch marks	Medium	Dry, Rough, KP, Uneven body tone	PROD-192	https://wholesalebeautyhub.co.uk/wp-content/uploads/2024/05/Olay-Niacinamide-Body-Lotion.jpg		
CAT-05	Body wash	Olay Niacinamide Body Wash 591ml	Body Wash	Oiliness/PIH	Body wash, lotion, scrub, body oil, stretch marks	Medium	Dry, Rough, KP, Uneven body tone	PROD-193	https://wholesalebeautyhub.co.uk/wp-content/uploads/2024/05/Olay-Niacinamide-Body-Wash.jpg		
CAT-12	Moisturizer	Olay Retinol Body Lotion 502ml	Body Lotion	Anti-ageing	Body wash, lotion, scrub, body oil, stretch marks	Medium	Dry, Rough, KP, Uneven body tone	PROD-194	https://wholesalebeautyhub.co.uk/wp-content/uploads/2024/08/Olay-Retinol-Body-Lotion.webp	https://wholesalebeautyhub.co.uk/wp-content/uploads/2024/04/IMG_0611.jpeg	https://wholesalebeautyhub.co.uk/wp-content/uploads/2024/04/IMG_0612.jpeg
CAT-12	Moisturizer	Olay Dark Spot Correcting Body Lotion AHA & Vitamin C	Body Lotion	PIH	Body wash, lotion, scrub, body oil, stretch marks	Medium	Dry, Rough, KP, Uneven body tone	PROD-195	https://wholesalebeautyhub.co.uk/wp-content/uploads/2025/10/WhatsApp-Image-2025-10-18-at-17.52.23.jpeg	https://wholesalebeautyhub.co.uk/wp-content/uploads/2025/10/WhatsApp-Image-2025-10-18-at-17.52.24.jpeg	https://wholesalebeautyhub.co.uk/wp-content/uploads/2025/10/WhatsApp-Image-2025-10-18-at-17.52.24-1.jpeg
CAT-05	Body wash	Olay Tone Brightening Vitamin C Serum Complex Body Wash	Body Wash	Brightening	Body wash, lotion, scrub, body oil, stretch marks	Medium	Dry, Rough, KP, Uneven body tone	PROD-196	https://wholesalebeautyhub.co.uk/wp-content/uploads/2025/04/IMG_3892.png		
CAT-05	Body wash	Olay AHA/BHA Body Wash	Body Wash	Exfoliating	Body wash, lotion, scrub, body oil, stretch marks	Medium	Dry, Rough, KP, Uneven body tone	PROD-197	https://wholesalebeautyhub.co.uk/wp-content/uploads/2025/05/olay-aha-bha-wash.jpg	https://wholesalebeautyhub.co.uk/wp-content/uploads/2025/05/SS_AHA_BHA_-_Front__50122.jpg	https://wholesalebeautyhub.co.uk/wp-content/uploads/2025/05/SS_AHA_BHA_-_Claims__47844.jpg
CAT-05	Body wash	Olay Brightening Exfoliating Cleanser with Vitamin C	Body Wash	Brightening	Body wash, lotion, scrub, body oil, stretch marks	Medium	Dry, Rough, KP, Uneven body tone	PROD-198	https://wholesalebeautyhub.co.uk/wp-content/uploads/2025/08/Olay_BrighteningExfoliatingCleanser_MOI_WMT__38454.jpg	https://wholesalebeautyhub.co.uk/wp-content/uploads/2025/08/Olay_SI01_BrighteningExfoliatingCleanser_Product__47915-1.jpg	https://wholesalebeautyhub.co.uk/wp-content/uploads/2025/08/Olay_SI03_BrighteningExfoliatingCleanser_Ingredients__35164.jpg
CAT-05	Body wash	Olay Salicylic Acid Body Wash 530ml	Body Wash	Acne/Rough skin	Body wash, lotion, scrub, body oil, stretch marks	Medium	Dry, Rough, KP, Uneven body tone	PROD-199	https://wholesalebeautyhub.co.uk/wp-content/uploads/2026/02/olay-salicylic-acid-wash-3.webp	https://wholesalebeautyhub.co.uk/wp-content/uploads/2026/02/olay-salicylic-acid-.webp	https://wholesalebeautyhub.co.uk/wp-content/uploads/2026/02/olay-salicylic-acid-2.webp
CAT-12	Moisturizer	Olay Collagen Peptide B3 Firming & Hydrating Body Lotion 502ml	Body Lotion	Anti-ageing	Body wash, lotion, scrub, body oil, stretch marks	Medium	Dry, Rough, KP, Uneven body tone	PROD-200	https://wholesalebeautyhub.co.uk/wp-content/uploads/2024/09/IMG_3896.jpeg		
CAT-05	Body wash	Olay Collagen & Vitamin B3 Body Wash 530ml	Body Wash	Anti-ageing	Body wash, lotion, scrub, body oil, stretch marks	Medium	Dry, Rough, KP, Uneven body tone	PROD-201	https://wholesalebeautyhub.co.uk/wp-content/uploads/2024/09/IMG_3896.jpeg		
CAT-12	Moisturizer	Olay Tone Evening and Hydrating Body Lotion 17oz	Body Lotion	Uneven tone	Body wash, lotion, scrub, body oil, stretch marks	Medium	Dry, Rough, KP, Uneven body tone	PROD-202	https://wholesalebeautyhub.co.uk/wp-content/uploads/2024/09/OLY-TONE-EVENING.webp		
CAT-12	Moisturizer	Olay Daily Recovery & Hydration Body Lotion with Shea Butter 17oz	Body Lotion	Dry skin	Body wash, lotion, scrub, body oil, stretch marks	Medium	Dry, Rough, KP, Uneven body tone	PROD-203	https://wholesalebeautyhub.co.uk/wp-content/uploads/2024/09/OLAY-SHEA-BUTTER.jpg		
CAT-12	Moisturizer	Olay Hyaluronic Acid Body Lotion	Body Lotion	Hydrating	Body wash, lotion, scrub, body oil, stretch marks	Medium	Dry, Rough, KP, Uneven body tone	PROD-204	https://wholesalebeautyhub.co.uk/wp-content/uploads/2024/12/D833060B-06D1-45A7-9E90-9E00AB085BDA.jpeg		
CAT-05	Body wash	Olay Cleansing & Nourishing Body Wash with Hyaluronic Acid 591ml	Body Wash	Hydrating	Body wash, lotion, scrub, body oil, stretch marks	Medium	Dry, Rough, KP, Uneven body tone	PROD-205	https://wholesalebeautyhub.co.uk/wp-content/uploads/2024/09/olay-H.webp	https://wholesalebeautyhub.co.uk/wp-content/uploads/2024/09/s-l960.webp	
CAT-05	Body wash	Olay Super Serum Body Wash	Body Wash	Multi	Body wash, lotion, scrub, body oil, stretch marks	Medium	Dry, Rough, KP, Uneven body tone	PROD-206	https://wholesalebeautyhub.co.uk/wp-content/uploads/2025/03/WhatsApp-Image-2025-06-13-at-00.05.11.jpeg	https://wholesalebeautyhub.co.uk/wp-content/uploads/2025/03/IMG_0975.jpeg	https://wholesalebeautyhub.co.uk/wp-content/uploads/2025/03/IMG_0976.jpeg
CAT-12	Moisturizer	Olay Super Serum Body Lotion	Body Lotion	Multi	Body wash, lotion, scrub, body oil, stretch marks	Medium	Dry, Rough, KP, Uneven body tone	PROD-207	https://wholesalebeautyhub.co.uk/wp-content/uploads/2026/01/IMG_0908.jpeg	https://wholesalebeautyhub.co.uk/wp-content/uploads/2026/01/IMG_0909.jpeg	
CAT-12	Moisturizer	Olay Super Serum Body Cream	Body Cream	Multi	Body wash, lotion, scrub, body oil, stretch marks	Medium	Dry, Rough, KP, Uneven body tone	PROD-208	https://wholesalebeautyhub.co.uk/wp-content/uploads/2026/02/IMG_3062.jpeg		
CAT-05	Body wash	Touch KP Exfoliating Wash 237ml	Body Wash	KP/Texture	Body wash, lotion, scrub, body oil, stretch marks	Medium	Dry, Rough, KP, Uneven body tone	PROD-209	https://wholesalebeautyhub.co.uk/wp-content/uploads/2024/04/Touch-Kp-Exfoliating-Wash-8Floz-237Ml.png		
CAT-12	Moisturizer	Touch KP Exfoliating Lotion	Body Lotion	KP/Texture	Body wash, lotion, scrub, body oil, stretch marks	Medium	Dry, Rough, KP, Uneven body tone	PROD-210	https://wholesalebeautyhub.co.uk/wp-content/uploads/2024/04/Touch-Kp-Exfoliating-Lotion.webp		
CAT-12	Moisturizer	Dr Teals Vitamin C Lotion 532ml	Body Lotion	Brightening	Body wash, lotion, scrub, body oil, stretch marks	Medium	Dry, Rough, KP, Uneven body tone	PROD-211	https://wholesalebeautyhub.co.uk/wp-content/uploads/2024/04/Dr-TealS-Vitamin-C-Lotion-18Fl-Oz-532Ml.jpg		
CAT-05	Body wash	Dr Teals Vitamin C Body Wash 710ml	Body Wash	Brightening	Body wash, lotion, scrub, body oil, stretch marks	Medium	Dry, Rough, KP, Uneven body tone	PROD-212	https://wholesalebeautyhub.co.uk/wp-content/uploads/2024/04/Dr-TealS-Vitamin-C-Body-Wash-24Fl-710Ml.jpg		
CAT-04	Body Scrub	Dr Teals Citrus Sugar Scrub 538g	Body Scrub	Brightening	Body wash, lotion, scrub, body oil, stretch marks	Medium	Dry, Rough, KP, Uneven body tone	PROD-213	https://wholesalebeautyhub.co.uk/wp-content/uploads/2024/04/Dr-TealS-Citrus-Sugar-Scrub-19Oz-538Ml.jpg		
CAT-04	Body Scrub	Dr Teals Shea Butter & Almond Oil Scrub 538g	Body Scrub	Moisturising	Body wash, lotion, scrub, body oil, stretch marks	Medium	Dry, Rough, KP, Uneven body tone	PROD-214	https://wholesalebeautyhub.co.uk/wp-content/uploads/2024/04/Dr-TealS-Elderberry-Scrub-19Oz-538Ml.jpg		
CAT-03	Body Oil	Dr Teals Bath & Body Coconut Oil 8.7fl	Body Oil	Moisturising	Body wash, lotion, scrub, body oil, stretch marks	Medium	Dry, Rough, KP, Uneven body tone	PROD-215	https://wholesalebeautyhub.co.uk/wp-content/uploads/2024/06/Dr-Teals-Bath-Body-coconut-Oil.jpg		
CAT-03	Body Oil	Dr Teals Bath & Body Lavender Oil 8.7fl	Body Oil	Soothing	Body wash, lotion, scrub, body oil, stretch marks	Medium	Dry, Rough, KP, Uneven body tone	PROD-216	https://wholesalebeautyhub.co.uk/wp-content/uploads/2024/06/Dr-Teals-Bath-Body-lavender-Oil.jpg		
CAT-03	Body Oil	Dr Teals Bath & Body Shea Butter and Almond Oil 8.7fl	Body Oil	Moisturising	Body wash, lotion, scrub, body oil, stretch marks	Medium	Dry, Rough, KP, Uneven body tone	PROD-217	https://wholesalebeautyhub.co.uk/wp-content/uploads/2024/06/Dr-Teals-Bath-Body-Shea-Butter-and-Almond-Oil.webp		
CAT-03	Body Oil	Dr Teals Bath & Body Eucalyptus and Spearmint Oil 8.7fl	Body Oil	Refreshing	Body wash, lotion, scrub, body oil, stretch marks	Medium	Dry, Rough, KP, Uneven body tone	PROD-218	https://wholesalebeautyhub.co.uk/wp-content/uploads/2024/06/Dr-Teals-Bath-Body-Oil-Eucalyptus.webp		
CAT-05	Body wash	Dr Teals Foaming Bath Vit C Glow & Radiance 1000ml	Body Wash	Brightening	Body wash, lotion, scrub, body oil, stretch marks	Medium	Dry, Rough, KP, Uneven body tone	PROD-219	https://wholesalebeautyhub.co.uk/wp-content/uploads/2024/08/Dr-Teals-Foaming-Bath-Vitamin-c-1000ml.jpg		
CAT-05	Body wash	Dr Teals Body Wash Ceramides & Avocado Oil 710ml	Body Wash	Barrier repair	Body wash, lotion, scrub, body oil, stretch marks	Medium	Dry, Rough, KP, Uneven body tone	PROD-220	https://wholesalebeautyhub.co.uk/wp-content/uploads/2024/08/Dr-Teals-Body-Wash-Ceramides-Avocado-oil-710ml.jpg		
CAT-05	Body wash	Dr Teals Body Wash Prebiotic Lemon Balm 710ml	Body Wash	Microbiome	Body wash, lotion, scrub, body oil, stretch marks	Medium	Dry, Rough, KP, Uneven body tone	PROD-221	https://wholesalebeautyhub.co.uk/wp-content/uploads/2024/08/Dr-Teals-Body-Wash-Prebiotic-lemon-Balm-710ml.jpg		
CAT-12	Moisturizer	Dr Teals Body Lotion Ceramides & Avocado Oil	Body Lotion	Barrier repair	Body wash, lotion, scrub, body oil, stretch marks	Medium	Dry, Rough, KP, Uneven body tone	PROD-222	https://wholesalebeautyhub.co.uk/wp-content/uploads/2024/08/dr-teals-avocado-lotion-1.jpg		
CAT-04	Body Scrub	Dr Teals Shea Sugar Prebiotic Lemon Balm Scrub	Body Scrub	Exfoliating	Body wash, lotion, scrub, body oil, stretch marks	Medium	Dry, Rough, KP, Uneven body tone	PROD-223	https://wholesalebeautyhub.co.uk/wp-content/uploads/2025/01/dr-teals-scrub.webp	https://wholesalebeautyhub.co.uk/wp-content/uploads/2025/01/dr-teals.webp	https://wholesalebeautyhub.co.uk/wp-content/uploads/2025/01/dr-teals-scrub.webp
CAT-12	Moisturizer	Amlactin Daily Moisturizing 225g Vit C & 7% Lactic Acid	Body Lotion	KP/Texture	Body wash, lotion, scrub, body oil, stretch marks	Medium	Dry, Rough, KP, Uneven body tone	PROD-224	https://wholesalebeautyhub.co.uk/wp-content/uploads/2024/05/Amlactin-Daily-Moisturizing-225G-Vit-C-7-Lactic-Acid.webp		
CAT-12	Moisturizer	Amlactin Daily Moisturizing (Improved, Scent Free)	Body Lotion	KP/Texture	Body wash, lotion, scrub, body oil, stretch marks	Medium	Dry, Rough, KP, Uneven body tone	PROD-225	https://wholesalebeautyhub.co.uk/wp-content/uploads/2024/04/IMG_0411-scaled.jpg		
CAT-12	Moisturizer	Amlactin Intensive Healing Lotion	Body Lotion	KP/Dry skin	Body wash, lotion, scrub, body oil, stretch marks	Medium	Dry, Rough, KP, Uneven body tone	PROD-226	https://wholesalebeautyhub.co.uk/wp-content/uploads/2024/04/amlactin.webp		
CAT-05	Body wash	Naturium Glow Getter Multi-Oil Body Wash 500ml	Body Wash	Brightening	Body wash, lotion, scrub, body oil, stretch marks	Medium	Dry, Rough, KP, Uneven body tone	PROD-227	https://wholesalebeautyhub.co.uk/wp-content/uploads/2024/05/Naturium-Glow-Getter-Multi-Oil-Body-Wash-500Ml.jpg		
CAT-05	Body wash	Naturium The Brightener Vitamin C Body Wash 500ml	Body Wash	Brightening	Body wash, lotion, scrub, body oil, stretch marks	Medium	Dry, Rough, KP, Uneven body tone	PROD-228	https://wholesalebeautyhub.co.uk/wp-content/uploads/2024/05/Naturium-The-Brightener-Vitamin-C-Body-Wash-500Ml.webp		
CAT-05	Body wash	Naturium The Perfector Salicylic Acid Body Wash 500ml	Body Wash	Acne/Texture	Body wash, lotion, scrub, body oil, stretch marks	Medium	Dry, Rough, KP, Uneven body tone	PROD-229	https://wholesalebeautyhub.co.uk/wp-content/uploads/2024/05/Naturium-The-Perfector-Salicylic-Acid-Body-Wash-500Ml.webp		
CAT-12	Moisturizer	Naturium The Smoother Glycolic Acid Body Lotion 234ml	Body Lotion	Texture	Body wash, lotion, scrub, body oil, stretch marks	Medium	Dry, Rough, KP, Uneven body tone	PROD-230	https://wholesalebeautyhub.co.uk/wp-content/uploads/2024/05/Naturium-The-Smoother-Glycolic-Acid-Body-Lotion-234Ml.webp		
CAT-05	Body wash	Naturium The Smoother Glycolic Acid Body Wash 500ml	Body Wash	Texture	Body wash, lotion, scrub, body oil, stretch marks	Medium	Dry, Rough, KP, Uneven body tone	PROD-231	https://wholesalebeautyhub.co.uk/wp-content/uploads/2024/05/Naturium-The-Smoother-Glycolic-Acid-Body-Wash-500Ml.webp		
CAT-12	Moisturizer	Naturium Bio Lipid Restoring Body Lotion 414ml	Body Lotion	Barrier repair	Body wash, lotion, scrub, body oil, stretch marks	Medium	Dry, Rough, KP, Uneven body tone	PROD-232	https://wholesalebeautyhub.co.uk/wp-content/uploads/2024/05/Naturium-Bio-Lipid-Restoring-Body-Lotion-414Ml.jpg		
CAT-04	Body Scrub	Naturium KP Body Scrub & Mask 226g	Body Scrub	KP	Body wash, lotion, scrub, body oil, stretch marks	Medium	Dry, Rough, KP, Uneven body tone	PROD-233	https://wholesalebeautyhub.co.uk/wp-content/uploads/2024/08/Naturium-KP-Body-Scrub-Mask-226-g.png		
CAT-03	Body Oil	Naturium Glow Getter Body Oil 100ml	Body Oil	Brightening	Body wash, lotion, scrub, body oil, stretch marks	Medium	Dry, Rough, KP, Uneven body tone	PROD-234	https://wholesalebeautyhub.co.uk/wp-content/uploads/2024/08/WhatsApp-Image-2024-08-23-at-01.25.19.jpeg		
CAT-05	Body wash	Naturium The Energizer Mandelic Acid Body Wash 500ml	Body Wash	Brightening	Body wash, lotion, scrub, body oil, stretch marks	Medium	Dry, Rough, KP, Uneven body tone	PROD-235	https://wholesalebeautyhub.co.uk/wp-content/uploads/2024/09/NATR_TheEnergizer_bonebkgd_front_700x.webp	https://wholesalebeautyhub.co.uk/wp-content/uploads/2024/09/NATR_TheEnergizer_bonebkgd_front_700x.webp	
CAT-03	Body Oil	Neutrogena Body Oil Fragrance Free	Body Oil	Dry skin	Body wash, lotion, scrub, body oil, stretch marks	Medium	Dry, Rough, KP, Uneven body tone	PROD-236	https://wholesalebeautyhub.co.uk/wp-content/uploads/2024/04/neutrogena-oil-fragrance-free.jpg		
CAT-05	Body wash	Medix 5.5 Glycolic & Lactic Acid Body Wash 15oz	Body Wash	Texture/Brightening	Body wash, lotion, scrub, body oil, stretch marks	Medium	Dry, Rough, KP, Uneven body tone	PROD-237	https://wholesalebeautyhub.co.uk/wp-content/uploads/2024/05/Medix-15Oz.Glycolic-Lactic-Acid-Body-Wash.jpg		
CAT-12	Moisturizer	Advanced Clinicals Hyaluronic Acid Skin Hydrating Lotion 16oz	Body Lotion	Hydrating	Body wash, lotion, scrub, body oil, stretch marks	Medium	Dry, Rough, KP, Uneven body tone	PROD-238	https://wholesalebeautyhub.co.uk/wp-content/uploads/2024/05/Advanced-Clinicals-16Oz-Hyaluronic-Acid-Skin-Hydrating-Lotion.webp		
CAT-12	Moisturizer	Advanced Clinicals Retinol Lotion 16oz	Body Lotion	Anti-ageing	Body wash, lotion, scrub, body oil, stretch marks	Medium	Dry, Rough, KP, Uneven body tone	PROD-239	https://wholesalebeautyhub.co.uk/wp-content/uploads/2024/05/Advanced-Clinicals-16Oz-Retinol-Lotion.webp		
CAT-12	Moisturizer	Advanced Clinicals Vitamin C Brightening Body Lotion 16oz	Body Lotion	Brightening	Body wash, lotion, scrub, body oil, stretch marks	Medium	Dry, Rough, KP, Uneven body tone	PROD-240	https://wholesalebeautyhub.co.uk/wp-content/uploads/2024/05/7E3F263C-D076-42A7-B4D4-B9E67DF97E2A.jpeg	https://wholesalebeautyhub.co.uk/wp-content/uploads/2024/05/7E3F263C-D076-42A7-B4D4-B9E67DF97E2A.jpeg	https://wholesalebeautyhub.co.uk/wp-content/uploads/2024/05/E96BFEA1-B788-4294-9DAF-B576691EC3AB.jpeg
CAT-12	Moisturizer	Advanced Clinicals Collagen Lotion 16oz	Body Lotion	Anti-ageing	Body wash, lotion, scrub, body oil, stretch marks	Medium	Dry, Rough, KP, Uneven body tone	PROD-241	https://wholesalebeautyhub.co.uk/wp-content/uploads/2024/05/Advanced-Clinicals-Colagen-Lotion.jpg		
CAT-03	Body Oil	Advanced Clinicals Vitamin C Body Oil 3.8oz	Body Oil	Brightening	Body wash, lotion, scrub, body oil, stretch marks	Medium	Dry, Rough, KP, Uneven body tone	PROD-242	https://wholesalebeautyhub.co.uk/wp-content/uploads/2024/05/Advanced-Clinicals-3.8Oz.Vitamin-C-Body-Oil.webp		
CAT-12	Moisturizer	Elastalift Vitamin C Cream 15oz	Body Lotion	Brightening	Body wash, lotion, scrub, body oil, stretch marks	Medium	Dry, Rough, KP, Uneven body tone	PROD-243	https://wholesalebeautyhub.co.uk/wp-content/uploads/2024/05/Elastalift-15Oz-Vitamin-C-Cream.jpg		
CAT-12	Moisturizer	Alpha Skin Care Renewal Body Lotion 12% Glycolic AHA	Body Lotion	Texture/Brightening	Body wash, lotion, scrub, body oil, stretch marks	Medium	Dry, Rough, KP, Uneven body tone	PROD-244	https://wholesalebeautyhub.co.uk/wp-content/uploads/2024/08/IMG_0600.jpeg	https://wholesalebeautyhub.co.uk/wp-content/uploads/2024/08/IMG_0602.jpeg	https://wholesalebeautyhub.co.uk/wp-content/uploads/2024/08/IMG_0601.jpeg
CAT-05	Body wash	Alpha Skin Care Moisturizing Body Wash Sea Mist 340g	Body Wash	Mist	Body wash, lotion, scrub, body oil, stretch marks	Medium	Dry, Rough, KP, Uneven body tone	PROD-245	https://wholesalebeautyhub.co.uk/wp-content/uploads/2024/08/Alpha-Skin-care-Moisturizing-Body-Wash-Sea-Mist-340g.jpg		
CAT-05	Body wash	Tree Hut Foaming Gel Wash	Body Wash	Brightening	Body wash, lotion, scrub, body oil, stretch marks	Medium	Dry, Rough, KP, Uneven body tone	PROD-246	https://wholesalebeautyhub.co.uk/wp-content/uploads/2024/10/BB8D2533-BEF9-4C40-A7A7-6D208015B6EB.jpeg		
CAT-12	Moisturizer	Tree Hut Whipped Body Butter	Moisturizer	—	Body wash, lotion, scrub, body oil, stretch marks	Medium	Dry, Rough, KP, Uneven body tone	PROD-247	https://wholesalebeautyhub.co.uk/wp-content/uploads/2024/10/A3EE647A-74C1-4BF2-BE15-FA2845E445AB.jpeg		
CAT-04	Body Scrub	Tree Hut Vitamin C Shea Sugar Scrub	Body Scrub	Brightening	Body wash, lotion, scrub, body oil, stretch marks	Medium	Dry, Rough, KP, Uneven body tone	PROD-248	https://wholesalebeautyhub.co.uk/wp-content/uploads/2024/11/7D6511DE-A5C2-463A-9007-A138AABDD188.png	https://wholesalebeautyhub.co.uk/wp-content/uploads/2024/11/026E181D-A2AE-4DB7-9B8F-A028A135251B.png	https://wholesalebeautyhub.co.uk/wp-content/uploads/2024/11/7D6511DE-A5C2-463A-9007-A138AABDD188.png
CAT-04	Body Scrub	Tree Hut Shea Sugar Scrub Vanilla 510g	Body Scrub	Moisturising	Body wash, lotion, scrub, body oil, stretch marks	Medium	Dry, Rough, KP, Uneven body tone	PROD-249	https://wholesalebeautyhub.co.uk/wp-content/uploads/2025/02/d251276e-9a56-4310-b11f-9f5cb9cb7481.6c6f222e01d32920676c011a460d069a.webp	https://wholesalebeautyhub.co.uk/wp-content/uploads/2025/02/tree.webp	https://wholesalebeautyhub.co.uk/wp-content/uploads/2025/02/IMG_20240509_163027.jpg
CAT-12	Moisturizer	EOS Body Lotion	Body Lotion	—	Body wash, lotion, scrub, body oil, stretch marks	Medium	Dry, Rough, KP, Uneven body tone	PROD-250	https://wholesalebeautyhub.co.uk/wp-content/uploads/2025/01/EOS-COCONUT.jpg	https://wholesalebeautyhub.co.uk/wp-content/uploads/2025/01/EOS-COCONUT.jpg	https://wholesalebeautyhub.co.uk/wp-content/uploads/2025/01/EOS-COCONUT-4.jpg
